"","USER_ID","VIDEO_ID","SIZE","VIEWS.x","LENGTH","BITRATE","UPLOADS","FRIENDS"
"3914","fsjfsj","DNwqyUcZIyU",9963142,3000,241,"329.263",21,NA
"9634","Saberie","U4qdMH0DepY",13433382,2998,329,"325.642",179,NA
"10442","sorhainSlave","3j4V6dvuyss",12221184,2998,294,"331.709",52,NA
"10688","suff22886","gdcgsqeLuYY",23170347,2992,559,"331.015",64,NA
"7614","Muigi01","vG8QtCzSclk",7275669,2991,184,"315.431",126,NA
"10422","sonicutie","9ed7tlACPXU",24800538,2990,597,"331.853",162,NA
"9323","revol85","quPJ3I3-KE4",6342037,2988,254,"1.64384e+031",53,NA
"8901","PostToastie","4CrqkpS-SfQ",14169345,2986,638,"177.406",155,NA
"11444","TKDForce","YGeWgQwoIyI",743939,2986,18,"8.32574e-281",88,NA
"3558","eyesonfox","kNXsbxQ5Ato",24671279,2985,595,"331.471",136,NA
"5467","jojogirl92","Bnt0Hdr6weA",2794773,2984,178,"124.894",35,NA
"5103","JackDanyells","ZGJ_gFygn2M",10960323,2983,273,"319.971",50,NA
"7935","Newsteam","Egl8TIWFShA",11391282,2983,283,"321.928",15,NA
"3500","etternus","HmtRY73Yx8E",10974311,2981,303,"4.25348e+037",103,NA
"2974","disinfodave","__Un0iYM8J0",2793142,2979,69,"-6.53583e-087",26,NA
"4933","inchiou","Lsw3WbieN5w",23083814,2979,559,"329.812",24,NA
"7093","messville","gPTu2F450sk",4590419,2979,118,"310.812",72,NA
"5958","konohashinobida","ew18QdeE4Cg",9808646,2976,280,"278.277",6,NA
"118","a5dt","IhbZPt3Dqzg",21486578,2975,522,"328.865",23,NA
"633","AntoineDufour","AnsxErhBi_8",12801254,2975,309,"331.014",9,NA
"4468","halina08","_9xZmE9vBOM",23032287,2972,558,"-5.34758e+303",6,NA
"11025","tempusmaster","Wq2A0mWi4lw",3604636,2971,88,"323.406",248,NA
"4997","intheairtonight","Wer9mKXzjDo",2914999,2969,64,"360.208",56,NA
"2931","DiGiTiLsOuL","aXJ3dqmdd7M",12774375,2967,306,"333.092",276,NA
"8064","no1arsenalbabe","nGvcU49fX3s",6772583,2967,187,"287.862",49,NA
"9433","RobinLoxley","7cGnc1PMOYI",10919443,2965,261,"333.74",16,NA
"7708","mysterywalker","YZYqPidejOA",15913560,2963,388,"-9.93343e-059",126,NA
"2887","DianaPoland","DFfjlvbTuag",10788630,2960,263,"327.901",4,NA
"6654","maharasha","V01g5JfEmys",18919403,2957,455,"332.12",29,NA
"893","Azafira","5_n3lJu0RJQ",4892761,2954,117,"-1.#QNAN",28,NA
"7010","meeshellz","gafmcGfA4nU",10072990,2954,243,"330.957",37,NA
"11070","texformer","zOBClr7Cyp4",4644664,2954,115,"320.848",19,NA
"5097","jackalooter","IR8eVpiTLjA",5678161,2953,141,"321.739",31,NA
"4095","generationtph","CUW0ICN4Yjw",19577733,2949,541,"289.069",62,NA
"1194","bigzoom4jme","XYAW0SxN1Lk",16644968,2947,401,"331.603",15,NA
"6591","macblasta","VKwld3Xvs3g",7700071,2947,184,"333.445",27,NA
"9224","ReelCombat","4322nwGS5fw",3685316,2947,89,"330.588",1,NA
"2132","christschool","8-JBc37lMVE",8897085,2944,215,"330.679",4,NA
"1414","Boalova1111","dGs8xJMDrWE",11314694,2942,274,"-1.#QNAN",13,NA
"12850","Zetasiete","eQYMVVGlkZ0",14736503,2942,350,"336.473",4,NA
"421","Alpojones","THZZVn3tFsI",24454427,2940,590,"-3.3105e+244",4,NA
"6185","leehouseman","Tfv9Sa6RZz4",2949479,2939,71,"329.181",12,NA
"5472","JokerChadd","GP2YKsVxc_8",9488642,2938,241,"313.806",1,NA
"7886","neomanox","V-86uCExdaw",2800080,2938,76,"293.705",23,NA
"2163","Clairepride","nINNeUqsFFA",7044156,2934,195,"287.724",43,NA
"1245","bjjguy911","JA2K5trEWEk",22365059,2932,540,"330.751",12,NA
"9615","ryerin","h3PT5NUroxA",9897288,2932,241,"328.03",53,NA
"10767","surfergirlCali","ZrQNXKysq_s",9976622,2932,239,"332.695",300,NA
"447","AmeriKenny","8_DocAeQ2Ag",419800,2930,10,"306.617",144,NA
"5223","jcmaldo18","lzMGzBKRttU",22748929,2929,555,"327.559",36,NA
"8166","nycmatta","Re28fjJcUs8",13990009,2924,339,"329.305",6,NA
"2670","Dascurf","ljw0sPH4ReA",22706486,2923,546,"-1.#QNAN",34,NA
"5478","JoleneSugarbaker","7djs_iDSjcc",42552617,2918,1030,"8.51147e-251",152,NA
"3871","freetruth101","wlGm9ZorT4Q",14065604,2915,337,"1.38553e-134",37,NA
"2973","disinfodave","1IzZmoUVe3o",2659846,2914,64,"-1.97549e-266",26,NA
"5309","jetstar186","DWC608HLCaY",3011716,2911,72,"329.075",16,NA
"339","alan888","od-xTxVaWjA",7260535,2908,202,"285.953",45,NA
"5969","korgzero","i1IL1g6XGS0",7550911,2907,208,"289.408",7,NA
"6664","maitzegur","rWSR8eS4xkc",13376511,2907,325,"1.14252e+191",36,NA
"1126","Berqo","PLgwfXjJJus",7886448,2905,191,"328.768",69,NA
"6181","ledkal123","EXJANqH_890",22649012,2905,548,"330.371",14,NA
"7898","netafull","X3HbvhnWnIE",526510,2905,13,"302.475",111,NA
"7990","nickynik","dlyjnxVUvAw",16423861,2905,399,"328.782",46,NA
"358","alcepto","dE6lmyJlzjI",2080291,2904,49,"337.672",12,NA
"3379","Elvisdogg","ab0R-aQ5_LQ",9287086,2902,395,"187.613",7,NA
"7055","melon38","BFI9C0Z2BeY",14519022,2902,353,"327.735",28,NA
"10071","shinymedia","F50zMZ-_SNI",2879976,2902,70,"325.526",1044,NA
"2695","davidchilderley","LHAs4bjFwDw",15414772,2899,432,"285.131",55,NA
"8176","NyTeCRaWLeRx","dsmoFJ45uU8",24568185,2898,595,"329.781",23,NA
"6359","livingpassion","19fI5UX4cQU",4785717,2897,113,"335.972",151,NA
"2567","danielcocco","kSa7iuiXacM",14881148,2896,434,"273.73",69,NA
"2381","CrawlingText","vbP8fRyPxXA",940789,2894,27,"271.245",7,NA
"2930","DiGiTiLsOuL","a4YtB3Y9qgk",26032543,2893,626,"332.221",276,NA
"3383","EmbargoNagrania","SIL1jKYKw_c",11023227,2893,264,"332.646",32,NA
"5843","kikko","n8G6O2ySxp4",2667862,2892,65,"2.11721e+157",295,NA
"6524","lukealways","UwKd2rOuu44",6783734,2891,168,"321.394",6,NA
"9288","renetto","QxV2v-lFfwk",9238979,2891,223,"331.531",344,NA
"2553","dancinnanci","uj4lJFv-oJo",2788837,2890,66,"335.046",34,NA
"4475","Halo2Videos","5d9Imvh3CqM",2378982,2889,54,"351.252",181,NA
"1988","cheady20","vo6Ww9E-QyI",17419640,2888,421,"-3.89557e-187",14,NA
"6468","lovelesslover","fQUwhA05XAQ",24174612,2884,583,"331.142",31,NA
"11110","TheBackstopDOTnet","axkz5bq7T4c",22873527,2884,551,"332.049",409,NA
"4665","Hitman100","bLJ4ToVKuvc",16407568,2883,435,"301.396",4,NA
"1836","cathcom","D2RqEUhGnKw",102149929,2880,2497,"327.212",8,NA
"2648","DarkNero","s2Izoau23yg",8986964,2878,213,"-7.95499e-295",35,NA
"12729","yukiokapi","alRfJSCvOM8",11377048,2876,276,"329.139",6,NA
"5574","jpwipf","ALUXsHBkjpQ",7241175,2873,172,"334.886",122,NA
"11901","unviaggiatore","2XFMSSrpTqg",1290371,2873,49,"208.169",15,NA
"2924","DiGiTiLsOuL","ShO-XnHNf44",24801175,2870,613,"323.297",276,NA
"5837","KidMillions","TpqfnIyV-yQ",9303469,2870,225,"329.347",5,NA
"2006","Cheeseydude234","c1ltR2tCz_o",1244320,2869,57,"173.488",39,NA
"3559","eyesonfox","k97Sh_9psqk",20650300,2868,499,"330.71",136,NA
"8775","pinoymusikzlover","nR_UGJ0OmPA",24460818,2868,590,"331.606",4,NA
"6086","LadyDiWolfe","d3aT7eyRpKM",3151681,2867,86,"291.899",57,NA
"2367","cq9yjq","CZMX1z9nLHY",5483557,2864,130,"335.18",589,NA
"7795","NarutoFreak128","Y7hFtZaVjbs",8793317,2864,212,"330.544",43,NA
"11589","travisandjonathan","GAVzOuEjZeI",10152993,2864,251,"4.32836e+090",379,NA
"6248","LIARSQueenCover","v1DH9rwDUT8",12873739,2863,311,"331.13",8,NA
"3367","elliotlar","R5rIQPzQuTs",1073426,2862,29,"287.015",50,NA
"260","AgentDark","rafwHkxVV88",14284733,2861,341,"335.082",111,NA
"12877","Zipster08","TSE-COWqGBQ",2271160,2861,86,"209.024",628,NA
"2441","CSCfan","ZXps2xjbuQ8",22154581,2860,538,"329.3",15,NA
"3251","dzlzrd","NXvu8YEkmbs",13495665,2860,425,"253.6",34,NA
"5358","JimRichter","l7KEFw_-h8A",6365599,2858,297,"171.123",61,NA
"11765","type3secretion","YTiyg2lmbOE",10821749,2858,260,"331.721",131,NA
"7481","motouarashi","-HnaWeBHX5U",8795934,2853,214,"327.431",12,NA
"2786","DefiantToTheEnd","I414RrvKa4k",15773345,2850,358,"349.924",21,NA
"2157","cirtcele","JMB9uTGxP9o",2582812,2847,71,"287.569",9,NA
"3897","frightcatalog","-InWDR1NSds",841517,2847,20,"320.723",58,NA
"10343","SnakeChimera","elUfU8YAsu8",9703316,2846,231,"334.921",69,NA
"2015","CheonHoPark","x2MG-uGw_tM",7784182,2840,188,"329.545",32,NA
"3371","ElMonoBanana","TVvZDpPEQA4",1362456,2839,39,"276.559",15,NA
"3673","Finaldestination3fan","76_kenXZRfQ",4728578,2839,272,"138.587",68,NA
"4626","Hiddejan","xZF_rsrxY0w",19767188,2838,481,"328.732",8,NA
"2120","christabean","gvzMAJVKfh8",7402030,2837,203,"289.656",13,NA
"6800","markster06","v11-Mq2zJ4U",2405655,2837,58,"-5.12771e-285",12,NA
"7813","navgtr","5FSL44VYGDM",7954769,2836,190,"-2.0062e-094",1396,NA
"4931","ImWithNewman","tHJYJ8YlU7s",401565,2835,15,"213.769",6,NA
"1696","burnvictim77","ysa-5MBnD2k",6566103,2833,165,"317.548",282,NA
"12264","wehaveeyes","WB3IvA8WCyo",19802943,2832,486,"325.346",5,NA
"411","allthingsartist","o97KDXulX3w",13770759,2831,331,"332.036",25,NA
"3846","fredhassen","IXgFVnnwkTU",2908944,2827,77,"-12550",188,NA
"11016","TEDtalksDirector","Dtbn9zBfJSs",43429995,2823,1047,"331.805",287,NA
"7637","musicjunkee102","cELlG5h9f9o",9687072,2822,238,"1.05886e-284",45,NA
"10045","shelleybelly222","TguZHwqDF6Y",12073974,2821,291,"7.23834e+110",35,NA
"10701","sukow360","CsCVQhTs25Y",10513525,2821,252,"331.954",7,NA
"12770","zakgeorge21","7tC8826mdEM",9133801,2821,218,"334.122",78,NA
"813","AttitudeOfGratitude","Wg0DUcEH1jA",8250394,2818,200,"329.672",24,NA
"313","akbingedotcom","6UwV93ittvo",2601968,2817,64,"321.109",10,NA
"11050","terryturner","5-21hgggu2w",5212899,2816,65,"-1.#QNAN",122,NA
"6708","ManaManaFromBoraBora","mdUHoUAShPI",12438077,2815,301,"328.961",7,NA
"524","andrew23blogs","0uSO_iH6C9M",58966079,2814,1648,"286.161",31,NA
"5548","Joseph26mx","KllU7sRbJA4",612142,2813,17,"282.062",50,NA
"9716","SanGekido","dmiDXN4BceE",9275322,2811,234,"315.888",24,NA
"11747","tymjar","gCXr9-R3pFs",15079858,2811,364,"330.678",106,NA
"11816","ufsubtitles","m6bmBfZNgcU",16630282,2811,400,"332.003",28,NA
"2264","coltwhitmore","OlY2LejvMSs",7287641,2810,168,"-9.91202e+266",176,NA
"2896","DiegoQ05","HRccMPmUCm0",23857941,2809,577,"330.449",120,NA
"3847","fredhassen","3qVkFtnF9oE",11832731,2809,306,"1.18463e+033",188,NA
"7094","messville","uSgKEpcwliQ",19514554,2809,474,"329.148",72,NA
"9372","Ricky2112","ToHhSrmDBjs",7468643,2808,179,"331.959",24,NA
"7291","misty3e","aDvcyXez52Y",14436255,2804,348,"330.68",25,NA
"10689","suff22886","tTWDOjV6Sq4",14854671,2802,363,"326.674",64,NA
"4967","inkie1010","3Hsz2z6Pq6k",8617639,2800,239,"288.019",23,NA
"4906","iminsane1990","pAeVbFMDG4c",13961475,2798,403,"276.696",11,NA
"8612","penryar","A1QeyeTLLFI",999774,2797,26,"-1.24207e-062",19,NA
"119","a5dt","ccjhbbMgHCQ",16817271,2796,408,"329.26",23,NA
"9143","Rapidfire1012","l30feM40Luk",15509178,2795,384,"322.008",33,NA
"5781","Kelly1280","g_r7MquPWfI",9395237,2793,228,"328.867",100,NA
"12211","wangsack","_pMo7XPJqnA",4784483,2790,116,"1.36708e+121",25,NA
"4784","hyperbuoy","5UMJ8qfw-4E",7325132,2788,181,"1.53058e-187",31,NA
"7447","moonyshadow","hY76y1jCKok",7814645,2788,218,"286.008",16,NA
"5489","JonathanDotSt","xiVoEtK-JD0",22445769,2787,539,"332.997",17,NA
"6290","lingcheung","hHNWPmYlTxY",1723293,2786,41,"-49688.7",12,NA
"8363","OttOmOlOtOv","TpN7kZQ6o2k",17253353,2783,525,"262.675",69,NA
"2495","cyonics","blzLkNp8JFA",6013023,2782,144,"333.51",49,NA
"2682","dave777","SU6fBYLVjIk",6176050,2782,585,"84.3623",25,NA
"6201","legiavideo","BoxMEJ1Upow",5032662,2778,136,"293.857",69,NA
"10697","suff22886","XeQLWRzfFA4",16294858,2778,393,"330.711",64,NA
"11089","thatsh0t92","LdJ5mBRAMEA",10150266,2777,245,"330.882",46,NA
"7768","NancyPelosi","d-rp7ZIFqJ4",12329916,2775,489,"1.71979e+026",1356,NA
"8066","nO1PlAyAr134","Pr6BrvXhN-Q",5844027,2775,405,"115.263",84,NA
"10382","SoDarkInHere","qkHfzMcsTVM",1415532,2775,34,"321.989",111,NA
"10822","swoozie06","8KkkciTnbow",16916800,2773,410,"329.572",140,NA
"11707","twinkletoesCT","blelvaMuTkM",5187499,2772,125,"331.805",8,NA
"12887","Zipster08","960YqTBP1HQ",2150045,2769,85,"201.384",628,NA
"9135","RandySoard","gGHUJnF4id8",13878767,2768,333,"1.76529e-279",19,NA
"7694","MyOzalots","WuoCPiqpn7k",20221445,2762,491,"4.71152e-199",25,NA
"142","abbas10000","_BR1GLHcwQ0",3928017,2761,101,"307.206",44,NA
"8366","outlawcountrymusic","cNgEeEzeDcw",13537805,2760,327,"-7.77864e-296",2,NA
"10129","sigmonkeyataol","v-ohPCCxAg8",2626151,2760,81,"258.726",19,NA
"8799","pixelchick","gTONnEUqno0",21968780,2757,643,"272.888",31,NA
"10692","suff22886","0bROtFzxcIA",17060704,2757,411,"331.862",64,NA
"11757","tymjar","KdctTMh3xso",25791854,2757,627,"328.715",106,NA
"4501","haque33","UfRkgukXyE4",4176809,2756,279,"119.139",1,NA
"5828","khoobee","ShY8Vp23Vro",8273651,2755,388,"170.414",51,NA
"11727","TXCANY","pFP61y4-yqE",4583363,2753,136,"269.675",406,NA
"1677","bunckeslash","SB2tYYYlwMc",6973916,2752,169,"329.861",22,NA
"9579","RubyGirl46","IWNhoKyPNu0",9614521,2752,269,"285.925",88,NA
"10242","slaughterking","zz4w6UigyH0",470855,2752,11,"315.952",24,NA
"2783","deezhammerr","jT41CwptChM",10431673,2750,249,"334.077",5,NA
"9057","quickstopUK","2uKvKjHb6lU",1449389,2745,41,"282.912",4,NA
"1034","bbcentral","LPIFW0Ifkoo",8284590,2744,200,"329.813",9,NA
"7301","mithec","obuu5wi3Y9U",14737237,2743,359,"5.10849e-149",128,NA
"7914","NewBandTV","h6Nw7FgTJKo",11928579,2741,287,"331.607",12,NA
"2298","conradoberg","dcUTaCJVRyE",7582118,2740,184,"328.416",45,NA
"5470","joker0143","CbU2rNDE5vU",4744496,2739,114,"330.369",41,NA
"2932","DiGiTiLsOuL","n7ou39-CfEU",21125992,2738,510,"331.29",276,NA
"5281","jenluv37","LsMCau5PGV4",18556280,2738,465,"319.131",117,NA
"9800","schooltrashers","d2nNCwWS4os",6792044,2738,162,"-2.76227e+247",15,NA
"7392","monica6one7","pSzBfpi9oCw",8123461,2735,195,"332.731",1,NA
"11315","thevalle323","b703lInvMss",7196696,2734,174,"329.248",32,NA
"1244","bjjguy911","hD5o9M_hJUU",20373444,2732,491,"331.365",12,NA
"6939","mcburneyb","Uo7Ai5sO-Mg",17901319,2732,440,"324.881",1,NA
"8769","pinkie14","y2JPiiGE20I",2272732,2732,55,"325.789",41,NA
"11312","theunholybudders","jgdxJPmjcbk",5414512,2732,135,"319.31",76,NA
"8723","PhRieQ","9YKMW6jR0Ac",5132566,2731,124,"330.851",5,NA
"1789","CaptainCatholic587","eUsfoU4ZAEU",18554972,2730,451,"328.455",46,NA
"5027","IslamExposed","7orXYzyjKb8",3454566,2730,97,"283.299",30,NA
"1310","BlasphemyChallenge","v8_6ru0VVKE",1756613,2727,41,"334.66",9,NA
"3759","footage123","LljzqaeE3Cw",7077737,2727,203,"278.792",63,NA
"10989","techvids052006","42UDGM7Kz80",11359898,2727,276,"328.551",651,NA
"4172","gingin33","baSRdsrcgc0",11001444,2726,268,"327.679",11,NA
"10389","softservegirl","F8jKsojnqxk",3132679,2725,127,"196.149",9,NA
"9425","RobBoudon","sVwzyIUX8MM",6326983,2724,153,"328.542",24,NA
"12753","Zachor","yEuuDuZ745w",3762759,2722,91,"327.275",119,NA
"4835","IFDBlog","QbFh2MDUxCY",3538663,2720,85,"329.541",53,NA
"8018","nimrodlevy33","5K39GL88h0c",13318117,2720,229,"461.24",4,NA
"11645","Tsakkun","GUy-QuBdeyY",13309834,2719,323,"-1.#QNAN",12,NA
"11743","tymjar","MZtNQGywAhw",12685037,2716,304,"333.008",106,NA
"12490","xavier812","JM89XXDtedM",11913913,2716,281,"338.824",21,NA
"5549","joshDRUMM","9DeNX7MzdUo",11701605,2711,451,"206.76",3,NA
"10487","spiderbaby1958","aAYV5H4rsqs",5177615,2711,205,"201.324",10,NA
"9818","scorpiooooooh","AdoxEqc2XyY",11073251,2705,289,"305.667",4,NA
"1359","blondiebabex341","QLws7zCcxb0",9325008,2702,225,"330.62",20,NA
"2765","DeathSanta","EM_IMP9BNpI",2327528,2702,60,"310.315",58,NA
"8004","NightNurseBetty","BzaCrcvNr00",6461212,2701,156,"330.964",44,NA
"1351","BloggerMusicMan","X1dra4vnPis",16627872,2700,411,"323.149",53,NA
"5307","jetfan1","OmQ3s-gfa04",4484135,2700,200,"3.92326e-152",4,NA
"8495","Paulkid","LF9kjt5DFXs",4057664,2700,95,"338.278",90,NA
"2655","DarktitanX","VHjcYW4sczU",10736065,2699,221,"385.92",20,NA
"315","AkewsticRockR","oCKvea5-aJE",9201771,2698,220,"333.807",42,NA
"11462","TMUSICIAN","rQUFu58Mrbg",3370679,2697,88,"8.6e-193",78,NA
"4934","IncidentalHeroes","mjxpEXSXspk",5466657,2695,132,"328.742",34,NA
"2174","cleglide","EbwXU3w91zw",848314,2694,24,"5.56809e-299",3,NA
"3978","FushigiNiMystery","dh-J1y88vyc",931847,2693,11,"674.213",4,NA
"7274","misshousegirl","WhmI2HtMigY",8255860,2693,200,"5.00078e-269",69,NA
"7587","MSD666","jW682oLvajg",8371010,2693,229,"291.072",37,NA
"7182","mikazeronetwork","XYtxUiLs55U",13728523,2691,341,"321.349",121,NA
"9342","rhcomics","WLENMMililk",21411966,2690,524,"326.422",107,NA
"1192","bigwillfan","PCiWavK2Zig",21238720,2689,612,"-1.#QNAN",32,NA
"2940","DimensionFilms","Jh-nQKB8fwg",6195325,2689,149,"330.806",15,NA
"8267","oneiblind30","6endMxDF77w",9398003,2689,231,"324.05",68,NA
"11107","theaterofcruelty","V1UPaOZshG0",24659067,2686,600,"328.804",3,NA
"11587","travisandjonathan","4egsqit9Az8",9977270,2686,242,"328.605",379,NA
"3901","froggysylvain","_qs-Cr0b9AQ",21170950,2683,511,"330.594",21,NA
"4346","grewalj01","gBZbrLjYYk4",17640119,2683,450,"313.248",45,NA
"9561","rsagala","qT501gr8PJM",8427977,2683,205,"328.267",23,NA
"2608","darasheahan","bU5sE7Q7izs",8351975,2682,201,"331.376",130,NA
"1073","beckyneiman","GhZNKJQc17s",5495026,2681,132,"330.424",12,NA
"9989","shaggymike","-JmPekEkGiE",14607996,2681,359,"-1.#QNAN",14,NA
"8372","owenpetard","fJczU1ZWaCE",16642414,2680,403,"329.616",76,NA
"9904","sejackson45","7DWxlNQ0Enc",2123959,2679,247,"68.368",22,NA
"10049","SherryGutierrez","GN7loUNBQnk",3022072,2678,94,"254.876",1,NA
"622","AnthonyUalat","9_wHsSzH62c",7268910,2676,172,"336.779",39,NA
"8525","pbksound","wUYaaSyYqug",33832323,2676,818,"-2.41415e+114",3,NA
"11749","tymjar","Y-gw0TZvabg",22901957,2675,550,"332.716",106,NA
"10034","ShastaOrange","L_X9OfMA3A4",10590779,2667,196,"366.766",22,NA
"10017","sharpeworld","Aj01YNowzE4",10964304,2666,266,"-3.91314e+078",76,NA
"2419","crunchgear","OE7gEtDEb4I",1306440,2664,31,"333.833",94,NA
"7037","melchizedek137","fuNVVt_MF1w",15214195,2664,371,"327.033",8,NA
"7005","meeshellz","ubXPu61Ldp0",8454082,2663,231,"-1.#QNAN",37,NA
"7009","meeshellz","a26HTBpGXfo",5130422,2663,262,"4.31494e-088",37,NA
"2762","deadlogic","98NXFSp8AGw",1265926,2662,54,"186.608",177,NA
"3844","fredhassen","N2eWNr3-kN8",6108751,2662,150,"325.239",188,NA
"8710","phoebegirl319","whRGidEfuzo",21572463,2662,528,"326.43",20,NA
"3169","DrRRutledge","PM8rKqA_0LE",13039521,2661,315,"330.946",424,NA
"7210","MikeZombie","i9MeTBC_Yu8",954898,2661,21,"353.056",16,NA
"11104","TheAmazingAtheist","PkJGe-dbVpo",64268280,2660,1552,"331.115",543,NA
"11367","thinktankerz","nWh8RKhM25I",7692145,2660,193,"317.536",12,NA
"7715","mzammit","7-8LQSZLKoQ",7416083,2657,189,"313.383",17,NA
"381","alexsingssongs","MegOVn2yzjc",7429655,2656,181,"327.786",19,NA
"2872","Dexterboy124","0T6zp1Db-Uk",22760184,2655,642,"4.04121e-005",119,NA
"505","anarchyzz","l1ERlWTFEQw",3451720,2654,196,"140.139",0,NA
"5960","kontosvideo","AdfJygcCWeY",4753333,2651,113,"3.17141e-077",16,NA
"6172","ldsteencenter","-5r73x4oc3M",15165216,2650,366,"331.038",35,NA
"4516","harthansen","7S9dAopfLsI",1016500,2648,25,"315.707",16,NA
"5906","KittyCatCo","teFOP9TU3IA",20418213,2648,494,"330.128",22,NA
"12318","whoswipedmybike","XCkIr3CBDJI",11098160,2648,272,"5.37795e-299",7,NA
"8887","popolung","WeWfb32Dv0E",793519,2646,22,"287.446",42,NA
"9123","randallcraig","cKq21GaXURM",13300638,2644,321,"330.917",377,NA
"12731","YuksTV","YBDKqEzGcJ4",7630961,2641,179,"339.41",20,NA
"10012","sharpeworld","mxfgNiQJ8VA",9185837,2640,224,"-3071.99",76,NA
"8065","No1NumaFan","gSiYn3myteo",2667707,2638,80,"266.79",7,NA
"12757","zacksemus","_MFpPziLP9o",17474401,2638,422,"331.089",18,NA
"8978","ptr16","Jveb7M4YUC8",14382330,2636,351,"326.627",12,NA
"782","ATA1283","1Rje8K-pEHM",7261290,2635,201,"287.737",34,NA
"3070","donutrob","71mUhaB0sVc",4544209,2635,127,"283.967",29,NA
"12314","WhoDaresWinzz","yuxk2K5JxLw",2350311,2631,55,"336.645",11,NA
"5751","kaybee55","GMxXfxs4TV0",14112904,2629,345,"326.935",19,NA
"9222","ReelCombat","GYh3bz7r5qQ",839594,2629,20,"-1.#QNAN",1,NA
"7165","MickeyToss","wjBNg_WvETs",14144804,2626,344,"327.984",174,NA
"10180","siriushippies","SjQJHUlm1-g",89584359,2625,2962,"-8.78446e+103",42,NA
"10719","Sunny5MA","9KESrWjZEn8",971165,2625,87,"89.2036",52,NA
"625","anticena4life","8Q6SbyPGCp0",4099745,2622,99,"328.598",10,NA
"8180","oathkairikeeper","1bA72WF02Ko",6728712,2621,160,"335.618",20,NA
"10884","TaiwaneseVidz2","0i01_TQ1uKU",26413678,2621,641,"329.235",244,NA
"9079","racheliverson","qaegmSu9lC0",3360678,2618,81,"331.157",4,NA
"1049","bdevore76","5GhkBJ1RcI8",4397740,2616,107,"328.382",37,NA
"11772","u152133","eZEOYl2Ispw",10303506,2615,257,"320.394",8,NA
"5905","kitty818","7-d71hDiIto",11804219,2614,286,"329.596",21,NA
"5479","JoleneSugarbaker","01FsIe5jAAw",54588649,2612,1321,"-1.#QNAN",152,NA
"7164","MickeyToss","cySbGUPEIFw",56374741,2607,2353,"191.632",174,NA
"9456","RockbearSF","AQKS4_Y7QCI",4757978,2607,113,"334.742",27,NA
"4912","ImproperUsername","egV20VM1WOk",22831878,2605,930,"196.245",213,NA
"12756","zacksdanceloft","aFrywaIjvE8",13512842,2605,348,"309.767",163,NA
"2437","crystalis","EM2l8AHJnFI",23049001,2604,558,"330.192",875,NA
"9909","selfctrl","dhza21S-tk4",5481512,2604,134,"-1.#QNAN",2,NA
"9115","ramiy","jnkfNbhXJIo",12139059,2603,300,"-4.36059e-013",44,NA
"5739","katlitter","OXo6n1nAhSE",2812784,2599,65,"3.86604e-234",53,NA
"8131","Nouge","gWDAHcXKZqQ",79321004,2597,2212,"286.729",36,NA
"9090","Radioboy","MzTaEgMU4Rk",1177220,2597,29,"314.207",20,NA
"11334","TheXcorps","QiUjSIHRCbk",7734893,2594,189,"327.313",61,NA
"12133","VjJulio","Rg6CUxD8NWk",28584889,2594,693,"329.258",52,NA
"1090","Belmong7","Mt4VztnWI4w",2682135,2593,63,"335.135",47,NA
"369","alexandercarneiro","GYh4Ja4yBnc",13315727,2591,338,"315.068",112,NA
"1539","brdforallseasons","ppzsYIUR-mo",1343765,2591,32,"329.423",14,NA
"390","Aline666","_e94f3vkenQ",8348010,2590,203,"328.392",7,NA
"3134","drchinface","EdfS-Q2y9mk",5038284,2590,178,"224.794",34,NA
"3510","EvaJanus","_BdpOWfN1gM",10879236,2590,263,"-1.#QNAN",44,NA
"8238","olivialiu6","ZQ3Zc1z48JM",9347857,2590,226,"330.319",24,NA
"3113","dragonheart54789","-LRTntoZH3o",4134044,2589,248,"133.287",5,NA
"3985","fuyb","eqre-IPlcFE",9669421,2589,390,"198.059",18,NA
"8780","pirincho48","vZz-o0CD7a4",5017779,2586,257,"155.265",27,NA
"1211","BillRichardson2006","qdTDR4IZSMQ",14955656,2581,435,"274.83",19,NA
"4797","Hypnoticmeg","9XllRtI2zYM",5821330,2581,140,"331.973",4,NA
"2031","Chewbacca2000","Y_Fm0ALx0Do",14783177,2578,435,"271.273",19,NA
"6221","leodecerca","zwsYMCDwE2Y",14745306,2578,361,"326.306",17,NA
"6409","lonelygirll15","OScyKb_7VLA",13660408,2578,332,"328.399",68,NA
"10175","sinhautkarsh","N6V-ExuyyJU",1663485,2577,39,"332.848",22,NA
"9343","rhemasan","kPLGNOZJ3CQ",5149123,2573,123,"333.988",12,NA
"3422","EngineeredWarsSuck","GKsXN5Pb3ew",4645289,2572,263,"140.468",116,NA
"5333","jibunnbox","tpoVfPZz5jI",10293880,2572,245,"7.16392e-313",3,NA
"6266","Lilly1xx","FmiNgGEIr5I",14972091,2571,359,"-3.14663e+151",18,NA
"7741","nalts","qDLjmGrJeyk",13166882,2571,320,"5.84658e-302",696,NA
