"","USER_ID","VIDEO_ID","SIZE","VIEWS.x","LENGTH","BITRATE","UPLOADS","FRIENDS"
"3260","earlysound","5ndpOEpo7w8",9298935,51734,236,"314.287",13,NA
"9522","Ronnie7311","8PG2TDaJDhQ",13409497,51733,324,"330.602",32,NA
"5032","IsleReef","tMjM7292eHk",10917473,51730,262,"-3.32545e+229",1,NA
"4311","grabbies200","6abQK_O1WVA",9330996,51679,225,"-1.51633e-267",12,NA
"2834","desi1976","Jl4DAlHlw5A",14969977,51600,360,"1.28185e+175",1,NA
"12053","vietstunna5","8yDgkvWh3JQ",24676747,51551,595,"331.438",4,NA
"5961","Konvehti","Am-lNyFlfSE",8759053,51548,241,"290.257",4,NA
"9585","runaway177","soC-HJu06t8",8674154,51510,195,"6.43955e-135",8,NA
"2453","CTBob","1kDKl3oRU0g",6255509,51481,152,"327.185",187,NA
"11817","Uggaface","DR-ZgMz3FIU",4549314,51450,125,"2.18062e+090",1,NA
"10300","smorgas22","k1oPEfa9Lws",105949528,51442,2748,"-1.#QNAN",7,NA
"2568","danielcoelho","jWffQv9zyks",16936290,51407,475,"284.918",4,NA
"7293","mitch26","DAKyA2ttv0I",46673218,51405,1139,"9.60655e-280",343,NA
"11852","ummahfilms","9fka3Lu_pr0",18351786,51396,445,"329.656",43,NA
"97","6osi4","qXbdw7vqweY",6980321,51315,194,"-5.58581e-071",5,NA
"8409","pamlinden","EDP73z5KI94",12701126,51305,308,"329.041",10,NA
"12651","yjm308","VyYUyWXqz6Y",764637,51303,20,"3.06485e+257",20,NA
"9417","rnbhaven","kcwxeJM0T04",10786141,51257,261,"330.315",26,NA
"1162","biftar","3BUOXVI7HeI",1305164,51245,30,"338.059",4,NA
"6886","MattyBoy1987","Ka_eBOpLP_g",2379037,51236,68,"279.118",29,NA
"2588","dannyqb","OcWspfgk9c8",8782965,51183,247,"283.063",8,NA
"4129","getamac","BaNzb7hmtB4",1184735,51165,29,"316.758",103,NA
"9795","schmurz02","OrDzFQdpgYI",7225285,51093,203,"-1.#QNAN",13,NA
"10440","sorasgirl247","8WXOsCXquOs",6290313,51065,146,"-1.#QNAN",134,NA
"12312","whiteSM05","tHDX9qb2-BQ",10199865,51050,246,"-6.51201e-165",9,NA
"6299","linzy279","KeqTYVKd9aE",9575822,51032,232,"3.73721e-005",13,NA
"434","amacgenius","NvODUCBEbw0",3171410,51014,74,"339.862",108,NA
"6095","lainn","oWkYq9m7yuE",10356254,51006,250,"-1.#QNAN",25,NA
"4299","goto","8zEQhhaJsU4",7329822,50989,181,"5.97288e-299",48,NA
"2422","crush40rocks","EoCeT1_XZu4",4214263,50986,99,"-1.#QNAN",13,NA
"2386","Craz1NF","FcP_KPXlLQc",11787886,50977,283,"332.065",227,NA
"11090","ThatWasMyKil","SHDWFxZ0HGI",26664173,50940,696,"306.091",34,NA
"7819","nchapman1988","Xs-tl6GBOBo",5263401,50917,146,"286.901",1,NA
"4795","Hypnosos","XC1STNBYFHU",3212412,50808,89,"285.471",11,NA
"12865","zilly01","Tv__357JYXU",1215721,50710,29,"325.908",10,NA
"8706","PHILMITCH","jvDw47ZOFcM",2298745,50656,61,"299.444",25,NA
"1487","boussoufa9","v_F5zbDkv6U",19230195,50500,465,"330.436",41,NA
"11675","turkdsgn","eeZAtvlWVZQ",12214134,50473,296,"330.053",38,NA
"1433","bobnickeri","nnbAwkk7bG4",4772247,50469,116,"327.585",1,NA
"3517","evenflow25","euAk2LaN9Go",1205536,50469,30,"319.527",48,NA
"2294","ConradKilroy","cEBHLjc4DQA",9172885,50270,222,"329.949",43,NA
"64","2rusky4u","TmdQK1AubTo",8928417,50232,214,"333.49",19,NA
"8304","onNintendo","AOaaBE3cwlk",1463759,50226,35,"2.79461e-118",6,NA
"1529","bravenewfilms","yJUEULWEP9c",14684649,50118,354,"331.72",283,NA
"5325","JG2000","2-xIulyVsG8",5515757,50078,133,"329.896",32,NA
"7153","michellemalkin","gcNbv-7sNLw",11415567,50042,284,"321.365",117,NA
"12690","youngmoney67","Lilfp7_rR78",13999014,50034,338,"330.876",1,NA
"3560","eyesonfox","AZLfLmncPEc",6177908,50025,156,"315.94",136,NA
"8461","pastaplanet5","a6iAaxOAHCM",14769765,50006,356,"331.226",65,NA
"12622","yannickcarrion","mxFnag6uQSw",7947821,49983,190,"3.06485e+257",32,NA
"7465","morphpt","JoMAqh1N29I",2420761,49965,59,"322.897",23,NA
"3403","Emurion","WNZwrgFo3GE",5101768,49959,121,"337.227",5,NA
"8814","pleasuretrip","qNM6IuA87eM",14394757,49954,345,"333.458",5,NA
"2558","Dangerous299","ds8zmqTo9fs",17039385,49907,413,"-1.#QNAN",37,NA
"9485","rogbad","1lsc_X7ls8o",6516802,49860,159,"3.75614e-294",76,NA
"3153","driftunit","H63FivObTLM",5230602,49835,128,"-1.#QNAN",19,NA
"12548","XKnucklesTheEchidnaX","MQo0QVQr5wY",7304354,49831,200,"291.386",13,NA
"12896","zomgkev","S7iuckvGDRs",728907,49802,18,"308.075",3,NA
"2997","djdeluxe89","QOIULnzrNVk",15899078,49782,214,"-1.#QNAN",37,NA
"6979","medellinrob","JGmo0PEjFvI",9654010,49765,294,"262.389",2,NA
"5716","kapilraj2","ysPOgVJ85VM",8526981,49748,227,"9.80207e-313",7,NA
"3464","ErikF123","mXF8U2xEDvk",28246519,49740,683,"-1.#QNAN",6,NA
"7412","monolith0","K3qg4i22x9M",3082286,49699,73,"335.396",71,NA
"9117","ramm91","XQkcP0olmQY",16093119,49683,389,"2.17516e-166",26,NA
"2980","DisneyDude","axmpv7L5enA",8683583,49603,237,"291.954",10,NA
"9325","revolvermatt89","0qq_h4ZVxTE",12337419,49572,295,"-5.86378e+260",44,NA
"570","Ani5972","hlhPfFnstR4",6415483,49552,208,"245.984",48,NA
"7467","morrisdayandthetime","WBcskBB1eNs",6376253,49544,288,"176.836",7,NA
"5608","jul100","_4BdbrhKdus",11181525,49525,272,"-8.15983e+298",2,NA
"628","antisubliminal","R706isyDrqI",2410506,49467,58,"2.22513e-280",65,NA
"1978","chasect","XzX6YjydLyk",6906315,49438,164,"-6.84756e+039",11,NA
"3117","DragonKore","QoI0AUAcBJ8",9033913,49437,218,"5.75865e-281",3,NA
"1329","Blendtec","MZnURf9cmnc",3222052,49415,84,"303.822",75,NA
"10265","smallsmale","E7dZCl5mopg",4207920,49354,182,"183.863",108,NA
"4537","HavocTV","v6ixSGLHQtk",20737770,49263,503,"329.455",31,NA
"10432","Sonzai","TBQAuw4NYLA",4356384,49248,104,"-5.34687e+303",4,NA
"2222","cmxpunch","7UJn1K35WXc",1708723,49231,41,"328.993",186,NA
"6626","MadzikusPoland","8fmnb_TAbJk",11658356,49196,282,"-1.#QNAN",3,NA
"12713","ysabellabrave","0jI4U9iemeA",15458679,49170,376,"328.876",139,NA
"8470","patpac","yv5yLgk4rec",3310397,49164,80,"330.597",10,NA
"2719","davidrf","mQwBdHsVGag",19586196,49115,474,"-2.71337e+284",24,NA
"1332","Blendtec","29qOT4JozSw",4028978,49061,107,"298.411",75,NA
"2683","DaveAndMike","sMcoDSEa4Vk",6170892,49018,149,"330.84",22,NA
"8054","nmaster64","7o_lzS_O88k",2627424,49012,63,"330.818",10,NA
"10469","spankbank7","hSK1vbi50QI",6263372,48945,152,"3.06485e+257",13,NA
"12325","WiCCio","tujtNdoB6xQ",9013580,48903,218,"-1.76011e+245",37,NA
"6656","maidenrose","8u10LR_22KU",2874619,48818,68,"7.20457e-307",5,NA
"11606","trigun0x2","FNpB6fHpQWA",12205699,48803,896,"-2.95972e+071",7,NA
"720","artypete","xFy8OFkHfic",8223678,48779,208,"317.075",11,NA
"7555","mrpregnant","T8kFNHKaaMQ",16358613,48754,422,"309.805",277,NA
"5135","jambajim","WeTqHlkdfgA",4349633,48750,106,"325.993",3,NA
"912","b4752607","CRTjcxdhX-w",10536463,48717,255,"329.216",20,NA
"696","arnesto666","eti21PVHXrg",8357103,48695,200,"5.40739e-299",10,NA
"11404","tigerchang","f19Onak6KC0",2004582,48672,54,"4.30102e-135",12,NA
"12796","Zebro","JsLUkNT7xRY",15329914,48672,377,"-1.#QNAN",54,NA
"11471","Toad64","fgtFXXzE8bk",15125759,48670,365,"-8.52589e-013",32,NA
"7703","myscytheissharp","jzLUKXsquz0",14997612,48633,370,"323.92",26,NA
"4286","Goroliath","r640Acq-Dx8",24892821,48593,598,"2.04253e-229",26,NA
"5848","Kikz15","KD-eDQIYFfU",6164948,48566,171,"288.186",21,NA
"8179","o0axel0o","TmKbCtI9sHA",11158835,48541,269,"-4.34136e-165",2,NA
"11914","urschk","FLN-q_Il_RA",3041583,48526,73,"331.896",38,NA
"6982","Medialink","-L4Jk6GDud0",9572713,48519,230,"332.011",557,NA
"10665","Subnoize","eQK6lxI-Wrc",12803415,48502,305,"333.966",123,NA
"7820","NCOpagn","uSdQ3Ze2VOM",8896602,48429,224,"1.72745e-077",18,NA
"9188","rdm2","mZjPnqzq_E0",11729667,48417,279,"-1.#QNAN",11,NA
"3456","erich168","RbJgrYJUpeM",5026766,48416,120,"333.826",49,NA
"7355","mnibar","Hv0azq9GF_g",9790341,48383,234,"-3.88976e-191",8,NA
"8957","prohibenada","OkkScHRU8G4",23242407,48382,559,"-1.15438e+307",1,NA
"12547","xkillertnt","p9Zt8mn14hY",12177084,48380,292,"-1.97732e+059",16,NA
"10721","sunserious","CyzsBqk8u1w",8271504,48355,198,"2.00043e-289",129,NA
"10244","slayers85","AFEWgsDqjLM",8113855,48325,197,"-1.#QNAN",14,NA
"9842","scubba","TDpV6Zgv_Ig",10310200,48317,251,"-1.#QNAN",2,NA
"6528","LukeHarris","P-li6eSTe8o",141392096,48288,3434,"-5.34746e+303",35,NA
"4064","GayGod","WmEvQg9dYtI",8317663,48157,202,"-1.07003e+304",59,NA
"1578","brianstreehouse","msZJLsINIy0",24763518,48131,599,"330.556",64,NA
"2675","DatNiggaMarv","WaurA3enDlI",10243443,48093,248,"-3.70686e+270",18,NA
"9496","RogueAce","f3mXaATLeRM",16337014,48002,392,"333.132",1,NA
"11173","theFHCT","PJnYVm4iaqc",5648787,47971,140,"321.303",24,NA
"5619","JuriasuShiizaa","Ich21i4Y14o",9042983,47926,219,"329.62",2,NA
"10233","SkylarEC","YMyeS1XRBb4",11797432,47918,338,"-1.#QNAN",3,NA
"8677","pgmdk","bvcZMzJe_fQ",21618554,47822,599,"-3.94848e-130",74,NA
"9124","randallcraig","XQXnvNwGTAY",12489280,47750,301,"331.546",377,NA
"11322","thewittyname","UvJuZbUN0rE",6147499,47748,148,"329.876",1,NA
"1087","Belford8","tBcZpN05_lk",22181477,47735,537,"330.419",74,NA
"2169","ClassicGarth","xAc_MQgFEds",9548747,47728,274,"0",17,NA
"3566","f0xmuld3r","atfNL0_KAcs",3106628,47718,102,"-3.04952e-053",207,NA
"8189","obliviongohma","xB4YL5GZYC8",13283655,47706,319,"332.426",20,NA
"11308","TheTyraBanksShow","85Buy22ZcBc",7835247,47696,191,"327.34",188,NA
"3246","dykstra050","y1l4XB4Y1E4",10348638,47655,248,"-1.19696e+213",3,NA
"5792","kennichi89","F2TSy0Z5qTE",4632093,47648,129,"285.944",15,NA
"9129","randomizingyou","wuruTIhV8tM",12601945,47640,349,"288.232",14,NA
"9150","RatatouilleMovie","v42LVMi6Suk",1281671,47633,41,"245.236",17,NA
"7136","MIAMIGOLFPRO","pJvTWmUYTII",12496846,47621,299,"332.938",1,NA
"170","achmedchalabi666","f9NNCHFEX7g",2204367,47598,54,"324.809",6,NA
"9537","RottenOasis","cLD7Krt3TFA",9960516,47559,244,"1.24925e-221",6,NA
"970","BarackObamadotcom","h2HVck0TV_g",13814757,47533,333,"330.734",1222,NA
"1756","callom","xpU7q1d9lAU",11648508,47492,284,"-3.64077e-291",4,NA
"3218","Dudeplanet","eNR9IBuDGDc",9886594,47491,239,"330.407",8,NA
"4060","gaspirtz","Szb2wF-N7hA",18405826,47474,446,"-1.#QNAN",5,NA
"8153","numbnesstolife1998","48cTUnUtzx4",7824840,47461,191,"326.332",1,NA
"9600","rvrbcbc","RUz8c-cHsF8",9422775,47430,228,"3.06485e+257",2,NA
"3410","eneffe","PW33qppZjCA",5201410,47400,123,"334.878",6,NA
"691","armadilloze","uhYCeO67fCs",17125805,47398,412,"331.746",28,NA
"9327","rexlam","aWHWhvgwhtA",8145116,47365,196,"1.24741e-134",20,NA
"2572","Danielpi","tgDcC2LOJhQ",11849474,47357,286,"330.995",12,NA
"3692","fivealex2007","t8t6Lb-nE24",17340043,47327,420,"330.05",203,NA
"9762","savagepenguin","0JvO2stsllo",11727928,47309,289,"324.23",27,NA
"4106","geniustu","51TQ1PrYf7M",5462158,47256,151,"289.373",1,NA
"8935","primula","W_l_A6-7td0",10101848,47186,245,"-1.#QNAN",9,NA
"2035","cheztam","XlewdIIcvlw",1299483,47119,31,"4.61652e-272",9,NA
"8682","PhantomVulture","1-9my0tsutw",13877487,47113,385,"-2.35293e+232",6,NA
"1972","CharlieRose","7E6E9q8Jebw",12556720,47032,298,"336.201",4073,NA
"10116","shrv2a","9qSq3cEXOF0",9744836,46978,236,"-1.#QNAN",5,NA
"2327","coolsmurf","N4OZOCijeP4",12347065,46937,297,"331.591",0,NA
"907","b1dover","oB3G0rvCIJc",18735229,46889,452,"-1.#QNAN",17,NA
"12338","WiildTiiger","-CV8mXWaAVk",5206786,46869,159,"-8.51555e+269",2,NA
"7777","Narcedalia","Eukee8nKJQI",8960206,46835,215,"7.06107e-096",4,NA
"12330","wickedtongue","xKh-HhzMXGE",5632591,46805,224,"2.46877e-248",35,NA
"4645","hipnip0429","rBhdWmGH-rc",13646312,46799,338,"322.33",9,NA
"2643","darkman13forever","6Wa9SmK_A3E",2366989,46789,73,"260.769",26,NA
"367","alesnia","U1AB5NowKOE",11239058,46768,270,"-6.75434e-197",2,NA
"11464","TNAwrestling","4U1yiT9Q0A8",2664896,46743,64,"328.804",1471,NA
"7895","nessiew87","sWtRSbMgW2I",8621691,46712,261,"263.7",120,NA
"8568","peestandingup","dhzB98HeToU",12718704,46712,313,"5.39698e+051",58,NA
"4528","hathcock","qxvWsvh_CMo",16509265,46700,438,"300.932",8,NA
"3072","DoomedCat","2X7GwsKIl-8",30768821,46636,856,"287.164",9,NA
"12539","xialanxue","9ZcEO0G3Mq0",8081243,46587,196,"329.463",5,NA
"8837","poisondlo","U8K4UmoJexo",4764491,46573,266,"142.801",3,NA
"9080","Rachelmeyrick","ZVEWMDLrZmw",13249485,46494,321,"329.375",8,NA
"2010","chemicalhelena","0Zwaj8BZrKE",7866027,46472,192,"7.37806e-298",14,NA
"12846","zeroangle","ZeBlowd2_kg",8136823,46445,204,"318.667",27,NA
"11532","TornadoVideosdotnet","x4MCu8Cv7WI",7311117,46430,176,"5.40388e-299",121,NA
"683","argondamn","rJud5kqFEDU",16708573,46385,402,"5.45731e-299",6,NA
"8594","peestandingup","cdpRSj7tLiY",12432183,46359,582,"-7.14967e+230",58,NA
"12016","VersesChaos","LpbIVBEb4KY",9722389,46359,239,"-1.#QNAN",50,NA
"7086","mercy1313","08va1i6LYPc",10269560,46313,251,"1.36263e-250",19,NA
"7493","movieman21","k55CoYeWh6o",17665094,46299,429,"-1.#QNAN",7,NA
"8899","PosterNUTbag186","UvjHYYpZ7tw",74402243,46224,1843,"3.23255e-188",9,NA
"9962","sfedorov","gf1g23_gGps",21317612,46204,515,"2.08772e-211",15,NA
"8651","peterfnj","I5Xm31AYHt8",9154753,46199,225,"5.37795e-299",19,NA
"6650","magsyone","1pIt0lzUrag",4365632,46148,102,"341.29",7,NA
"5296","jesferxp","twhypq8ElnY",34108624,46073,829,"-1.#QNAN",22,NA
"6379","LNEXPLOSION","asnVcbWQ2cg",13413568,46045,324,"330.379",3,NA
"11174","thefilthandthefury","8z2M_hpoPwk",8413294,46029,204,"4.5334e-109",6,NA
"3557","eyesonfox","x8-Agwc9D8Q",12135876,46017,299,"324.186",136,NA
"2480","cybill38d","SIbvkdb_za8",10048634,46016,240,"333.555",4,NA
"8571","peestandingup","0BHPtoTctDY",10552952,45957,420,"3.19605e+304",58,NA
"3715","flcsilva","hXV9aYoI0A8",4151668,45938,120,"-1.#QNAN",7,NA
"6734","marcelXmaple","TgvcPQOq5fM",12683156,45812,360,"-5.3475e+303",38,NA
"3054","DominoRecords","ePg1tbia9Bg",7411275,45811,178,"331.12",104,NA
"6588","ma12v","kYskqvHHI-M",7887601,45752,193,"-2.98471e-260",3,NA
"9841","scrummel","5FdGrvLIajc",10527933,45751,251,"5.7863e-299",19,NA
"5166","Jampakid2","26565Mv_6BQ",3648737,45740,240,"121.612",12,NA
"12106","viralstuff","CvreRtCEYSo",744629,45737,30,"198.19",12,NA
"3207","dsf3g","RT8ukEUuSGE",3269871,45726,91,"286.359",20,NA
"11788","ubseymovies","r_RfpecI10I",28594199,45722,691,"330.861",34,NA
"5749","Kay0s24","imhGTU5-F9I",1259131,45710,30,"326.355",20,NA
"11183","TheGameOle","jUA6jDcBCVA",9215811,45656,224,"-1.#QNAN",2,NA
"3132","drcaindotsk","_l7lsW1_8Q8",20777933,45577,505,"328.55",7,NA
"2208","clowntime","pSIjlUMV6Is",7381840,45526,175,"4.40518e+299",38,NA
"1482","bostero","EiP6dZ1aIOo",10094367,45502,243,"-1.#QNAN",36,NA
"9260","renatopacheco","VVyydlZW46w",12061378,45487,338,"6.80872e+130",32,NA
"4135","getrad","orJNkmRabsc",16109158,45486,399,"-1.#QNAN",13,NA
"460","amnesiak","-MiyE9VReAw",16403592,45395,398,"329.041",43,NA
"6938","mcburger","zEax1mJhJQ0",6562680,45388,159,"-1.#QNAN",107,NA
"4388","GuitarExpert","uOs1HC29zh4",4521567,45356,109,"3.06485e+257",32,NA
"7222","MilkyCabbage","dZ9vKsn5UpQ",2550705,45302,65,"309.176",33,NA
"9003","purgatorye","ojk5DrUZSzs",17318948,45296,418,"330.916",6,NA
"8468","patolj2","UIkEKWn7UTA",17755525,45282,430,"330.135",29,NA
"960","bandwagon5","3Q42D_qVLUA",3602118,45240,93,"5.37795e-299",4,NA
"6321","LisaNova","wPMGqYPF3iY",10923183,45186,264,"329.806",85,NA
"5621","jus1haz2","I3dbILovGaw",39365550,45144,683,"396.673",2,NA
"6251","liddymouse","MQ4vmSvCVbc",7852766,45143,216,"290.453",41,NA
"10686","SueZenobia","RksZwA8JsdI",7021922,45139,198,"-5.1497e-152",8,NA
"3650","ffplayervii","8yqLaVt5ui4",7754136,45044,196,"2.75819e+023",26,NA
"9932","Serpico104","wtzIwGViR5w",11799630,45041,286,"3.75638e-294",4,NA
"5655","justynaz","Zdk7Q2Usryw",10572749,45034,256,"328.964",18,NA
"3657","FickleBoon","uHdNCHomHlU",9594238,44990,232,"329.658",17,NA
"1573","brianstreehouse","VxLFh9aDFmM",7355256,44953,177,"331.08",64,NA
"3409","eneffe","UsYB8h-P-i0",11995990,44932,479,"200.066",6,NA
"7283","mistabrown","SgYdTt8f-4s",14287720,44932,344,"331.828",78,NA
"9231","reghardware","cfaAiujrX_Y",11918151,44922,293,"324.853",28,NA
"6602","macpublishing","3Mcye_SAh0o",30374914,44890,735,"330.329",37,NA
"2767","Deathspank","TnooH1OzCOc",43039399,44859,1045,"-1.#QNAN",328,NA
"6736","marcial78","PTap4g_HISk",9323513,44837,225,"329.856",17,NA
"9016","PyiToditt","LuBwXfg3Mr4",18801003,44831,450,"4.06527e-313",2,NA
"4198","gmblogs","pIQm6TG5qPE",1618091,44824,39,"329.797",54,NA
"6922","MazeleyFanClub","XXaiAT-3TVM",8068633,44823,194,"331.364",31,NA
"2866","dexhax","x7TtV_BKC70",8896210,44749,214,"332.399",14,NA
"2328","coolsmurf","Zb3pmGyqKSw",17722276,44689,429,"-1.14003e-184",0,NA
"11026","tempusmaster","_V57DG52BHs",9425342,44683,232,"323.753",248,NA
"8220","oithecobra5","rJI1mPgvzlo",11054489,44675,201,"1.14315e-188",85,NA
"10549","StaffGrillo","hxt3PDoDDRA",12121584,44611,339,"285.742",197,NA
"308","ajw1212","-58-36lSqG4",10661371,44597,232,"364.611",3,NA
"641","apc262","KC4cn-GIeGM",5838795,44551,141,"330.308",32,NA
"7558","mrpregnant","-znZW_JuQgs",13268931,44541,317,"334.63",277,NA
"7784","Naruto00800","cQieVxD32bQ",7669352,44538,187,"325.838",19,NA
"3071","doogit","4dXTifyOu3Y",18347620,44503,443,"5.90267e-269",25,NA
"2475","CuRs33","ve_ThQ5yT3Y",9546804,44450,353,"216.329",6,NA
"8675","pg2xatl","GjV39C90xT0",8793422,44384,210,"8.35176e-103",16,NA
"1579","brianstreehouse","Hn5jFFkMiRI",24555738,44342,594,"330.528",64,NA
"3814","Frabay","ahQxShsKE6k",12492873,44332,311,"-2.38437e+229",7,NA
"7944","Nexus0923","clOCFKak1_c",1710783,44328,175,"77.7183",3,NA
"5992","krakenek","OtT7Og2LBbE",14154041,44296,342,"330.556",5,NA
"4128","getamac","_n4mdcXa8B0",1192155,44256,29,"318.18",103,NA
"11319","TheWatchdog","GIW-BZ8oLrk",9264616,44255,233,"-1.#QNAN",109,NA
"7894","Neshtastnik","ygWV__SMt7M",9565863,44237,233,"327.959",10,NA
"825","AuroraAlchemist","s5z9FNAfn8w",8513173,44218,206,"2.75761e-271",26,NA
"5830","KiddDaBeauty","MDV50mEcWQ8",1836400,44212,42,"343.776",12,NA
"4320","grandgood","1lT2Tq2rC9I",7422503,44206,183,"5.97288e-299",370,NA
"9687","SamLee0519","fVSgx7gKc_k",13328422,44189,321,"-3.84787e+235",33,NA
"7610","MuffinFlavoured","xq7N5sQN-hI",17869217,44160,241,"-2.70962e+231",5,NA
"11778","ub4k","INn1C6ImJKg",9602488,44115,233,"-1.#QNAN",7,NA
"9982","shadowswan","C5fLgxqWvJQ",3860044,44028,96,"318.332",2,NA
"2198","clockoutx","LzpN9ce_qF0",11761806,43993,282,"-2.65095e+258",11,NA
"6921","MazeleyFanClub","o8_GxCpUXWY",4599776,43956,110,"334.283",31,NA
"3120","drainedblue","KvVMVvZBATk",9076862,43950,362,"200.149",3,NA
"4","01wells","DP1tkspU5yw",7347488,43938,178,"-5.34796e+303",2,NA
"1909","CesarHuesca","6aiNwWEOn84",13676711,43934,347,"4.31092e-314",62,NA
"11660","ttag","Tl9MvizSf78",16893419,43925,409,"1.87724e-035",36,NA
"6531","luker256","7pWX46lJc1Y",12117830,43910,273,"-1.66555e-270",3,NA
"102","7omy","v--ZeyvfvLU",15432879,43867,424,"291.079",16,NA
"8818","Plumpkatt1","LeRJyPwmJ0M",12185551,43853,293,"-1.#QNAN",7,NA
"2905","DigitalDancers","9_UZLClw-Wg",16626696,43834,407,"-1.#QNAN",140,NA
"6780","MarkDayComedy","7amjg4V4ETg",6679927,43822,159,"334.228",139,NA
"10705","summertime1983","-zdP74TLAxA",2156048,43747,53,"319.538",11,NA
"6765","MarinaKirzhner","bQLAzPQN8i8",12132565,43737,293,"330.362",3,NA
"10498","spiraali","nby5Bzume28",8399185,43694,199,"336.126",12,NA
"6754","MarekBL","w6mwxMDO88s",11179846,43652,258,"346.181",1,NA
"11786","UBGbiatch","15uwscA_wnM",3697970,43616,225,"131.208",43,NA
"11834","ultrawerk","j72xBFffZck",9206915,43500,221,"5.42232e-299",14,NA
"9796","schnettker","LxIBcVU5rTY",4142395,43473,106,"5.37795e-299",100,NA
"4814","ianbroyles","Dq_wz8xVku4",23963620,43462,581,"329.54",29,NA
"3348","elfersp","nKCPcRcJmqc",38356735,43461,934,"328.388",9,NA
"12814","Zebro","u4LtJFOZ9hY",10537407,43395,254,"-3.74849e+191",54,NA
"12091","vincsam","0PvF-k_eLco",7806427,43383,189,"330.245",19,NA
"2876","dfgbszxn","jYzjlyQujoA",13201299,43372,318,"331.257",22,NA
"4386","GuitarExpert","tWa_W_jTqLs",7073955,43350,164,"2.36428e-258",32,NA
"11105","theaob","WQ9Ovdb8cn4",8450366,43350,206,"-1.77643e-157",37,NA
"3198","drvmmen","bIKRYHSwLb8",13158938,43348,319,"329.408",1,NA
"4120","getamac","Hao-VSm2rlo",1184642,43294,29,"317.227",103,NA
"10159","SilvioSantos0","k5JkHBC5lDs",12507938,43285,304,"328.344",10,NA
"8342","orgcaptainnemo","HETmGE09Mco",5605837,43219,138,"-1.#QNAN",5,NA
"12078","Viki156","hRL3Cw5gR5E",2877665,43192,71,"320.983",12,NA
"11663","tubaguy03","JH6gcWM60UM",9977532,43190,241,"-7.94119e-300",1,NA
"7294","mitchnozka","DLeNU3RIm4o",20916052,43181,518,"322.679",27,NA
"2985","disturbinglyyellow","5jqQVqsOw4U",20410987,43146,497,"328.431",20,NA
"6264","LilGoth2292","qX0BXbbc6LQ",34564143,43124,1460,"-1.#QNAN",66,NA
"781","AsukaLover","0smdaQL6Mlg",6286086,43097,157,"319.524",15,NA
"11935","usiku","81EuwZy-SNY",8988602,43025,231,"3.7569e-294",64,NA
"1994","ChechClear","mfEB8TSu1Pw",3763527,42947,89,"336.022",14,NA
"11112","TheBaller3","46gFLJNPh70",9237576,42906,223,"-3.33221e-054",46,NA
"661","aquarianfeather","gw5tPl3Qoqs",14111167,42839,340,"331.755",7,NA
"4519","haru0urara","1Y0qbnoXIOI",11671611,42827,282,"330.563",31,NA
"9269","renetto","hMOBo0f1hfE",8145048,42818,197,"329.4",344,NA
"8575","peestandingup","I6JWqllbhXE",22311428,42812,567,"1.1345e+279",58,NA
"2692","daveyonce","KMQgt5YiD0w",19910758,42809,489,"325.589",11,NA
"1904","CenturyMediaEurope","ay1TGbk7W68",11125132,42803,270,"328.924",136,NA
"10680","suchda","az5cKxD-s94",2088085,42765,196,"84.9143",4,NA
"1287","BLACKRAIN9X","J0x-gro9Vy8",6737885,42759,162,"330.653",1,NA
"6993","mediamatters4america","pOtyigg5BZw",2913733,42757,70,"-8.15951e+298",18,NA
"10844","syntheticapple","zVJOP1RdHC4",5469309,42753,131,"331.744",1,NA
"8345","orion233","CPZ-9lVlGOo",132477120,42713,3277,"323.348",2,NA
"12917","zzy41880","uPhG6XA2fL8",18996881,42703,606,"2.52192e-029",2,NA
"11513","TongLen","407jf-2ZqD4",5413228,42651,133,"326.325",3,NA
"7220","milkthebasics","zVs0AQ2tX6Q",10276395,42645,248,"-1.#QNAN",5,NA
"694","armman","9NrBR8B3dlU",4883479,42616,125,"1.74718e+174",6,NA
"7523","mrmazyck","fXtJRv36ttU",10042003,42568,244,"-1.#QNAN",8,NA
"2384","Craz1NF","MBjeLFWt9pc",7240774,42560,175,"329.493",227,NA
"9935","sesparz1","ASwkK6Xicbc",8232600,42527,198,"-6.61894e+067",4,NA
"10178","Sirbestonen","DCSgYTKfnzQ",13514906,42526,376,"287.493",16,NA
"10620","stonecutter","pT8Wz1fa-_4",12150000,42526,293,"-7.82354e+303",5,NA
"4538","HaVoKz06","Qxlf-hjzzFc",3791250,42511,89,"2.80257e-273",7,NA
"3121","drainedblue","iE_zEJL0Km4",9784175,42456,388,"201.613",3,NA
"5182","jaskan","tB84JU1ukhU",9781445,42443,272,"-1.#QNAN",1,NA
"11466","TNAwrestling","yH1F047qWQo",4358535,42438,106,"328.127",1471,NA
"4411","guyarchangel","xOjr8r6RF0U",36733891,42419,891,"-112.008",3,NA
"3876","FrenchMaidTV","dDwYnGQRPng",10853982,42404,263,"329.138",7,NA
"9767","SaveTheInternet","kLK-rK3rfW8",80220903,42400,1940,"330.701",90,NA
"8202","odestiny","X4sCuF5u544",10597749,42386,257,"329.877",5,NA
"9095","RafeAAS","kJ0Q_0XQ1So",8371253,42334,205,"325.975",17,NA
"2257","Colorscheme","Q4SxhYwS4QY",12858528,42229,311,"-1.#QNAN",19,NA
